symbol	sample16_48hr_siNeg_1_S227	sample17_48hr_siNeg_2_S228	sample18_48hr_siNeg_3_S229	sample19_48hr_siFli1_1_S230	sample20_48hr_siFli1_2_S231	sample21_48hr_siFli1_3_S232
ENSG00000160908.14|ZNF394	331	376	360	472	567	458
ENSG00000160917.14|CPSF4	1191	1388	1190	778	975	890
ENSG00000160932.10|LY6E	3664	3960	3681	5672	8469.78	6907
ENSG00000160948.13|VPS28	1488	1668	1472	2134	2997	2621
ENSG00000160949.16|TONSL	3526	3731	3770	644	924	774
ENSG00000160951.3|PTGER1	0	0	0	0	7	4
ENSG00000160953.15|MUM1	1175	1200	1162	1959	3012	2530
ENSG00000160957.12|RECQL4	3058	3150	3191	484	671	569
ENSG00000160959.7|LRRC14	980	1050	1060	699	1042	845
ENSG00000160961.11|ZNF333	395	413	371	420	530	543
ENSG00000160963.13|COL26A1	17	25	13	378	576	424
ENSG00000160972.9|PPP1R16A	1210	1347	1337	1007	1491	1195
ENSG00000160973.7|FOXH1	4	11	8	12	30	23
ENSG00000160991.15|ORAI2	1021	1204	1115	1563	1988.94	1831
ENSG00000160993.3|ALKBH4	314	434	366.02	284	500	364
ENSG00000160994.3|CCDC105	0	0	0	0	0	0
ENSG00000160999.10|SH2B2	68	62	86	36	50	41
ENSG00000161010.14|C5orf45	748	889.01	811.48	1718.49	2172.34	1969.82
ENSG00000161011.19|SQSTM1	2194	2472	2108	3310	4630	3753
ENSG00000161013.16|MGAT4B	1968	2152	2003.99	3053	4416	3470
ENSG00000161016.17|RPL8	46990	51063.88	49117.44	32559.17	50234.29	41633
ENSG00000161021.12|MAML1	1850	2160	1985	2159	3045	2448
ENSG00000161031.12|PGLYRP2	20	24	17	6	8	4
ENSG00000161036.12|LRWD1	781	834	889	481	696	553
ENSG00000161040.16|FBXL13	11	12	6	12	20	25
ENSG00000161048.11|NAPEPLD	250	276	215	340	400	331
ENSG00000161055.3|SCGB3A1	0	0	0	0	0	0
ENSG00000161057.11|PSMC2	2635	3071	2744	1905.99	2319	2007
ENSG00000161082.12|CELF5	71	89	73	22	35	30
ENSG00000161091.12|MFSD12	873	970	967	1027	1524	1275
ENSG00000161103.11|AC008132.13	0	0	0	1	0	0
ENSG00000161132.6|XXbac-B444P24.10	0	0	1	0	2	0
ENSG00000161133.16|USP41	3.91	1.36	0.38	2.64	1.51	2.71
ENSG00000161149.12|AC002472.15	24.2	23.92	28.46	29.11	38.06	39.58
ENSG00000161179.13|YDJC	480	511	440	264	382	259
ENSG00000161180.10|CCDC116	9	3	11	22	10	10
ENSG00000161202.17|DVL3	2594	2850	2639	4065	5690	5003
ENSG00000161203.13|AP2M1	6637	7488	7068	7962	11424	9561
ENSG00000161204.11|ABCF3	1128	1166	1121	1124	1639	1403
ENSG00000161217.11|PCYT1A	1223	1294.25	1160.84	1716	2008	1806
ENSG00000161243.8|FBXO27	43	50	51	48	54	50
ENSG00000161249.20|DMKN	0	0	0	3	1	3
ENSG00000161265.14|U2AF1L4	195.09	204.62	192.94	264.6	358.03	314.88
ENSG00000161267.11|BDH1	461	551	458	209	299	290
ENSG00000161270.19|NPHS1	0	0	1	1	5	5
ENSG00000161277.10|THAP8	116	106	101	154	260	169
ENSG00000161281.10|COX7A1	0	0	0	0	0	0
ENSG00000161298.17|ZNF382	329	416	338	467	569	515
ENSG00000161328.10|LRRC56	70	73	77	206	329	280
ENSG00000161381.13|PLXDC1	22	22	16	152	179	163
ENSG00000161395.13|PGAP3	263	315	282	413	628	478
ENSG00000161405.16|IKZF3	0	2	0	0	4	2
ENSG00000161509.13|GRIN2C	9	8	16	21	17	20
ENSG00000161513.11|FDXR	1109	1222	1194	581	915	764
ENSG00000161526.14|SAP30BP	1342	1574	1327	1208	1655	1448
ENSG00000161533.11|ACOX1	899	965	871	1466	1674	1609
ENSG00000161542.16|PRPSAP1	923	1118	954	890	1140	969
ENSG00000161544.9|CYGB	5	5	4	84.59	96	57.78
ENSG00000161547.16|SRSF2	7230.02	8290	7619	3317	4290.02	3538.8
ENSG00000161551.14|ZNF577	265	350	268	470.36	565	568.38
ENSG00000161558.10|TMEM143	105	96	92	98	122	125
ENSG00000161594.6|KLHL10	1	1	1	2	8	5
ENSG00000161609.9|CCDC155	0	2	1	1	0	0
ENSG00000161610.1|HCRT	1	0	0	2	0	0
ENSG00000161618.9|ALDH16A1	1018.66	1029.66	1190.59	608	974	781
ENSG00000161634.11|DCD	0	0	0	0	0	0
ENSG00000161638.10|ITGA5	2044	2284	2036	5414	7894	6321
ENSG00000161640.15|SIGLEC11	0	0	0	1	0	0
ENSG00000161642.17|ZNF385A	1055	1036	1074	1234	1631	1381
ENSG00000161643.12|SIGLEC16	0	0	0	0	0	0
ENSG00000161647.18|MPP3	132	170	161	98	129	118
ENSG00000161649.12|CD300LG	0	0	0	0	0	0
ENSG00000161652.12|IZUMO2	0	0	0	0	0	0
ENSG00000161653.10|NAGS	55	40	44	29	37	49
ENSG00000161654.9|LSM12	2070.78	2484.86	1994.9	1274.93	1574.97	1279.97
ENSG00000161664.6|ASB16	0	2	0	2	1	0
ENSG00000161671.16|EMC10	1072	1305	1194	2145	3228	2686
ENSG00000161677.11|JOSD2	155	173	178	153	276	250
ENSG00000161681.15|SHANK1	397	445	430	80	100	103
ENSG00000161682.14|FAM171A2	305	311	350	585	917	728
ENSG00000161692.17|DBF4B	914	1097	1032	315	395	385
ENSG00000161714.11|PLCD3	427	458	422	757	1206	987
ENSG00000161791.13|FMNL3	929	1036	916	1163	1638	1286
ENSG00000161798.6|AQP5	0	2	2	1	5	5
ENSG00000161800.12|RACGAP1	3735	3828.82	3473	618	669	599
ENSG00000161807.3|OR7G1	0	0	0	0	0	0
ENSG00000161813.21|LARP4	1799	2031	1893	1072	1256	1115
ENSG00000161835.10|GRASP	14	15	7	72	119	90
ENSG00000161847.13|RAVER1	2328.73	2525.47	2543.44	1216.58	1822.76	1305.64
ENSG00000161849.3|KRT84	0	0	0	0	0	0
ENSG00000161850.2|KRT82	0	0	0	0	0	0
ENSG00000161860.7|SYCE2	13	32	16	7	12	5
ENSG00000161888.11|SPC24	977	1158	979	100	125	104
ENSG00000161896.11|IP6K3	0	0	0	20	35	32
ENSG00000161904.11|LEMD2	1501	1658	1554	1540	2179	1931
ENSG00000161905.12|ALOX15	0	1	1	7	17	9
ENSG00000161911.11|TREML1	0	0	0	0	0	0
ENSG00000161912.18|RP1-34B21.6	28	34	24.01	75	78	93
ENSG00000161914.9|ZNF653	84	109	100	78	129.28	109
ENSG00000161920.9|MED11	293	364	277	190	207	196
ENSG00000161921.14|CXCL16	162	213	161	297	369	353
ENSG00000161929.14|SCIMP	0	0	0	0	0	0
ENSG00000161939.19|RNASEK-C17orf49	25.21	17.25	14.46	59.11	64.14	61.13
ENSG00000161940.10|BCL6B	0	1	1	0	1	0
ENSG00000161944.16|ASGR2	2	2	2	0	1	0
ENSG00000161955.16|TNFSF13	108	122	124	161	271	228
ENSG00000161956.12|SENP3	1815.71	2022.48	1930.14	948.28	1438.48	1139.18
ENSG00000161958.10|FGF11	184.71	240.71	199.34	191.88	195.68	189.79
ENSG00000161960.14|EIF4A1	34894.02	39922.17	35241.75	14147.87	17797.3	15446.22
ENSG00000161970.13|RPL26	19618.71	24297.9	20150.17	17881.04	22097.98	19894.86
ENSG00000161973.10|CCDC42	0	0	0	1	5	0
ENSG00000161980.5|POLR3K	613	665	661	123	152	144
ENSG00000161981.10|SNRNP25	794	905	805	367	606	482
ENSG00000161992.5|PRR35	0	1	4	3	0	0
ENSG00000161996.18|WDR90	2569	2841	2817	979	1549	1270
ENSG00000161999.11|JMJD8	976	1054	1010	716	970	859
ENSG00000162004.16|CCDC78	35	37	67	16	25	25
ENSG00000162006.9|MSLNL	0	0	1	0	1	0
ENSG00000162009.8|SSTR5	0	0	0	5	0	0
ENSG00000162032.15|SPSB3	346	415	337	691	987	862
ENSG00000162039.15|MEIOB	6	8	4	0	1	2
ENSG00000162040.6|HS3ST6	0	0	0	41	80	65
ENSG00000162062.14|C16orf59	667	741	790	80	128	109
ENSG00000162063.12|CCNF	2414	2678	2543	457	637	563
ENSG00000162065.13|TBC1D24	815	880	847	960	1329	1160
ENSG00000162066.14|AMDHD2	627.26	667	690.13	538.35	785	756
ENSG00000162068.1|NTN3	13	23	12	33	33	29
ENSG00000162069.15|CCDC64B	0	0	0	0	2	2
ENSG00000162073.13|PAQR4	945	1025	943	164	230	190
ENSG00000162076.12|FLYWCH2	488.72	566	514	472	729	576.5
ENSG00000162078.11|ZG16B	8	7	7	46	60	40
ENSG00000162086.14|ZNF75A	802	855	699	957.57	1203.19	1107
ENSG00000162104.9|ADCY9	1160	1159	1101	1827	2680	2097
ENSG00000162105.18|SHANK2	1	2	2	1	1	3
ENSG00000162129.13|CLPB	830	944	881.3	379	487	471
ENSG00000162139.9|NEU3	576	630	510	455	586	531
ENSG00000162144.9|CYB561A3	522	562	527	1136	1705	1348
ENSG00000162148.10|PPP1R32	21.04	21	16	65.23	87.45	63.23
ENSG00000162174.12|ASRGL1	566	619	587	147	198	206
ENSG00000162188.5|GNG3	1	0	0	4	1	1
ENSG00000162191.13|UBXN1	1801	1783	1742	1594	2453	2017
ENSG00000162194.12|LBHD1	203.37	213.17	216.34	340.61	433.94	385.08
ENSG00000162222.13|TTC9C	498	569	502	404	476	468
ENSG00000162227.7|TAF6L	571	606	653	338	474	400
ENSG00000162231.13|NXF1	1842	2019	1984	2338	3129	2628
ENSG00000162236.11|STX5	530	670	550	840	1079	886
ENSG00000162241.12|SLC25A45	58	52	36	203	227	217
ENSG00000162244.10|RPL29	15930.72	17648.5	16490.9	14040.1	19443.9	17026.48
ENSG00000162267.12|ITIH3	1	0	1	25	30	34
ENSG00000162298.18|SYVN1	868.19	949.05	853.08	1556.12	2252.19	1878.15
ENSG00000162300.11|ZFPL1	457	426	442	484	775	694
ENSG00000162302.12|RPS6KA4	596	646	648.91	813	1278	1046
ENSG00000162337.11|LRP5	2556	2669	2741	2601	4128	3266
ENSG00000162341.16|TPCN2	670.95	668	642.93	585	864.88	684
ENSG00000162344.3|FGF19	69	76	88	0	1	1
ENSG00000162365.11|CYP4A22	0	0	0	0	0	0
ENSG00000162366.7|PDZK1IP1	0	0	0	14	8	15
ENSG00000162367.11|TAL1	3	1	2	2	0	0
ENSG00000162368.13|CMPK1	2203	2330	2043	1562	1884	1618
ENSG00000162373.12|BEND5	61	69	71	108	142	109
ENSG00000162374.16|ELAVL4	0	0	0	0	0	0
ENSG00000162377.5|COA7	1350	1535	1323	628	794	689
ENSG00000162378.12|ZYG11B	1287	1313	1243	1253	1495	1327
ENSG00000162383.11|SLC1A7	68	79	85	63	111	85
ENSG00000162384.13|C1orf123	815	969	842	902	1211	1043
ENSG00000162385.10|MAGOH	895	1118	919	414	547	482
ENSG00000162390.17|ACOT11	64	65	66	132	188	173
ENSG00000162391.11|FAM151A	0	0	0	3	2	2
ENSG00000162396.5|PARS2	240	182	205	186	253	247
ENSG00000162398.11|LEXM	0	0	0	0	0	0
ENSG00000162399.7|BSND	0	0	0	0	1	4
ENSG00000162402.13|USP24	3509	3497	3237	2864	3238	3035
ENSG00000162407.8|PLPP3	4	0	3	325	429	341.96
ENSG00000162408.10|NOL9	1096	1291	1158	970	1067	988
ENSG00000162409.10|PRKAA2	13	33	24	17	33	24
ENSG00000162413.16|KLHL21	1476	1634	1624	1921	2773	2353
ENSG00000162415.6|ZSWIM5	10	11	6	9	14	27
ENSG00000162419.12|GMEB1	544	644	549	653	778	680
ENSG00000162426.14|SLC45A1	22	26	15	46	107	80
ENSG00000162430.16|SEPN1	3788.48	4011.43	3642.72	4386.69	6347.45	5281.37
ENSG00000162433.14|AK4	1288.44	1446.79	1222.79	721.76	776	684.44
ENSG00000162434.11|JAK1	10890	11755.77	10259	6657	8213	7234
ENSG00000162437.14|RAVER2	2400	2716	2256	1249	1470	1380
ENSG00000162438.11|CTRC	3	9	2	5	3	6
ENSG00000162441.11|LZIC	678	727	662	638	670	622
ENSG00000162444.11|RBP7	54	66	64	41	37	20
ENSG00000162456.9|KNCN	0	0	0	0	0	0
ENSG00000162458.12|FBLIM1	496	610	466	1456	2155	1680.99
ENSG00000162460.6|TMEM82	0	0	0	0	0	0
ENSG00000162461.7|SLC25A34	39	49	56	91	112	127
ENSG00000162482.4|AKR7A3	39.23	49.39	50.8	55.29	80.48	66.37
ENSG00000162490.6|DRAXIN	62	67	59	54	47	52
ENSG00000162493.16|PDPN	0	0	0	1	2	0
ENSG00000162494.5|LRRC38	0	0	0	0	0	0
ENSG00000162496.8|DHRS3	2999	3378	2991	5336	7465.01	6423
ENSG00000162510.5|MATN1	55	45	40	28	40	32
ENSG00000162511.7|LAPTM5	14	7	8	82	107	93
ENSG00000162512.15|SDC3	1324	1494	1247	7085	10239	8538
ENSG00000162517.12|PEF1	1422	1620	1366	1207	1597	1380
ENSG00000162520.14|SYNC	9	7	12	265	319	299
ENSG00000162521.18|RBBP4	10050	11458	9928	6718	7741.99	7331
ENSG00000162522.10|KIAA1522	770	816	698	1584	2431	1963
ENSG00000162526.6|TSSK3	3	8	7	21	26	19
ENSG00000162542.13|TMCO4	35	21	15	16	30	14
ENSG00000162543.5|UBXN10	0	0	0	0	0	0
ENSG00000162545.5|CAMK2N1	128	141	118	875	1173	1092
ENSG00000162551.13|ALPL	49	52	46	265	368	302
ENSG00000162552.14|WNT4	0	0	1	86	97	87
ENSG00000162571.13|TTLL10	0	0	0	0	0	0
ENSG00000162572.20|SCNN1D	225	214	238	310	538	385
ENSG00000162576.16|MXRA8	29	23	27	631	1071	873
ENSG00000162585.16|FAAP20	1623	1748	1744	1416	2313	1856.65
ENSG00000162591.15|MEGF6	55	49	37	1874	2934	2493
ENSG00000162592.9|CCDC27	0	0	0	0	0	1
ENSG00000162594.15|IL23R	0	0	0	0	0	0
ENSG00000162595.6|DIRAS3	10	12	13	6	18	13
ENSG00000162598.13|C1orf87	0	0	0	0	2	0
ENSG00000162599.15|NFIA	1069	1249	990	991	1124	962
ENSG00000162600.11|OMA1	236	286	251	318.87	342	333
ENSG00000162601.9|MYSM1	1832	1945	1739	2202	2603	2437
ENSG00000162604.12|TM2D1	301	327	253	446	515	414
ENSG00000162607.12|USP1	3941	4305	3576	1051	1178	1171
ENSG00000162613.16|FUBP1	5380	6256	5294	2183	2723	2288
ENSG00000162614.18|NEXN	193	180	183	458	616	516
ENSG00000162616.8|DNAJB4	742	731	660	768	807	819
ENSG00000162618.13|ADGRL4	0	0	0	0	0	0
ENSG00000162620.15|LRRIQ3	20	28	11	7	4	4
ENSG00000162621.6|LRRC53	0	0	0	0	0	0
ENSG00000162623.15|TYW3	1074	1174	1005	446	472.15	434
ENSG00000162624.14|LHX8	0	0	0	0	0	0
ENSG00000162627.16|SNX7	551	531	466.8	507	682	570
ENSG00000162630.5|B3GALT2	0	0	1	19	24	19
ENSG00000162631.18|NTNG1	1542	1704	1483	1584	1758	1761
ENSG00000162636.15|FAM102B	747	702	586	294	374	374
ENSG00000162639.15|HENMT1	0	3	0	2	2	3
ENSG00000162641.18|AKNAD1	3	1	1	3	5	3
ENSG00000162642.13|C1orf52	371	494	402	634	828	640
ENSG00000162643.12|WDR63	20	30	24	58	76	87
ENSG00000162645.12|GBP2	10	21	12	1062	1207	1064
ENSG00000162650.16|ATXN7L2	322	345	315	406	567	464
ENSG00000162654.8|GBP4	3	0	6	24	50	27
ENSG00000162664.16|ZNF326	1877	2081	1938	1367	1619	1523
ENSG00000162669.15|HFM1	20	24	16	27	28	35
ENSG00000162670.10|BRINP3	4	6	4	0	0	1
ENSG00000162676.11|GFI1	4	12	8	5	5	6
ENSG00000162685.6|CTD-2269E23.1	0	0	0	0	0	0
ENSG00000162687.16|KCNT2	0	1	0	2	4	0
ENSG00000162688.16|AGL	813	915	742	953	1047	937
ENSG00000162692.10|VCAM1	7	14	2	2103	2698	2029
ENSG00000162694.13|EXTL2	560	600	513	632	731	771
ENSG00000162695.11|SLC30A7	674	803	707	983	1068	1071
ENSG00000162699.5|RP11-82O2.1	0	0	0	0	0	0
ENSG00000162702.7|ZNF281	834	840	760	965	1055	979
ENSG00000162704.15|ARPC5	3017	3468	2926	2932	3689	3574
ENSG00000162706.12|CADM3	0	0	1	4	2	1
ENSG00000162711.17|NLRP3	0	3	0	10	23	11
ENSG00000162714.12|ZNF496	1259	1390	1247	1438	1945	1691
ENSG00000162722.8|TRIM58	32	54	39	52	76	46
ENSG00000162723.9|SLAMF9	2	6	0	2	3	1
ENSG00000162727.3|OR2M5	0	0	0	0	0	0
ENSG00000162728.4|KCNJ9	0	0	0	3	4	4
ENSG00000162729.13|IGSF8	366	399	366	489	725	618
ENSG00000162733.16|DDR2	5752	6329	5172	8381	10225	9107
ENSG00000162734.12|PEA15	2121	2432	2037	3614	4941	4213
ENSG00000162735.18|PEX19	1629	1694	1581	1468.97	1887.97	1621
ENSG00000162736.16|NCSTN	1878	2112	1824	5652	7309	6362
ENSG00000162738.5|VANGL2	761	799	652	1419	1903	1561
ENSG00000162739.13|SLAMF6	0	0	0	0	0	0
ENSG00000162745.10|OLFML2B	199	208	150	363	511	467
ENSG00000162746.14|FCRLB	2	5	4	15	11	11
ENSG00000162747.9|FCGR3B	0	0	0	0	1	0
ENSG00000162753.11|SLC9C2	0	0	0	0	0	0
ENSG00000162755.13|KLHDC9	26	27	31	45	64	53
ENSG00000162757.4|C1orf74	143	159	144	139	193	152
ENSG00000162761.14|LMX1A	0	3	7	7	0	5
ENSG00000162763.3|LRRC52	0	0	0	0	0	0
ENSG00000162769.12|FLVCR1	627	594.78	567	514	516.19	487
ENSG00000162771.7|FAM71A	0	1	0	0	6	0
ENSG00000162772.16|ATF3	110	140	102	1128	1344	1197
ENSG00000162775.14|RBM15	739	774	779	344	445	344
ENSG00000162777.16|DENND2D	20	8	4	56	57	63
ENSG00000162779.21|AXDND1	1	2	1	5	4	8
ENSG00000162782.15|TDRD5	0	0	0	2	0	1
ENSG00000162783.10|IER5	1508	1661	1555	1687.27	2320	1845
ENSG00000162804.13|SNED1	3	2	3	129	165	160
ENSG00000162813.17|BPNT1	517	565.01	488	448	514	516
ENSG00000162814.10|SPATA17	19	16	11	21	27	21
ENSG00000162817.6|C1orf115	0	0	0	0	1	2
ENSG00000162819.11|BROX	708	801	647	704	815	733
ENSG00000162825.16|NBPF20	466.76	537.7	454.63	524.02	693.41	553.6
ENSG00000162836.11|ACP6	457	566	478	428	578	459
ENSG00000162840.4|RP11-4I17.1	0	0	1	0	0	0
ENSG00000162843.17|WDR64	0	0	0	0	1	0
ENSG00000162849.15|KIF26B	838	839	823	4325	6101	4901
ENSG00000162851.7|TFB2M	707	775	684	348	437	369
ENSG00000162852.13|CNST	679	630.99	577	585	678	575
ENSG00000162869.15|PPP1R21	400	441	330	721	817	801
ENSG00000162873.14|KLHDC8A	43	32	28	24	26	28
ENSG00000162877.12|PM20D1	0	0	0	0	0	0
ENSG00000162878.12|PKDCC	480	568	499	1669	2339	2009
ENSG00000162881.6|OXER1	0	0	0	0	0	0
ENSG00000162882.14|HAAO	0	0	0	0	0	0
ENSG00000162885.12|B3GALNT2	733	885	715	926	1165	1082
ENSG00000162888.4|C1orf147	0	0	0	0	0	2
ENSG00000162889.10|MAPKAPK2	1172	1361	1139	2231	2935	2451
ENSG00000162891.10|IL20	2	3	6	5	7	7
ENSG00000162892.15|IL24	347	452	330	48	56	50
ENSG00000162894.11|FCMR	41	60	31	39	52	42
ENSG00000162896.5|PIGR	0	0	0	1	0	2
ENSG00000162897.14|FCAMR	0	0	0	0	0	0
ENSG00000162909.17|CAPN2	5164	5767	4966	9002	11780.82	10357
ENSG00000162910.18|MRPL55	589	724	597.09	480	707	558
ENSG00000162913.9|RP11-520H14.6	6	17	8	79	101	83
ENSG00000162923.14|WDR26	4162.93	4795	3973	5067	5789	5445
ENSG00000162924.14|REL	319.06	325.66	283.95	417.02	602.21	553.22
ENSG00000162927.13|PUS10	113	121	110	105	174	124
ENSG00000162928.8|PEX13	445	479	447	458	639	549
ENSG00000162929.13|KIAA1841	282.56	300	281	302.6	418.74	337.18
ENSG00000162931.11|TRIM17	4	1	6	22	33	40
ENSG00000162944.10|RFTN2	33	31	28	89	113	94
ENSG00000162946.22|DISC1	77.32	80.19	58.8	247.71	346.59	285.32
ENSG00000162947.4|AC007364.1	0	0	0	0	1	0
ENSG00000162949.16|CAPN13	0	0	0	3	0	5
ENSG00000162951.10|LRRTM1	0	0	0	0	0	0
ENSG00000162959.13|MEMO1	877	1067.32	894	538.04	735.97	672.97
ENSG00000162961.13|DPY30	581	768.67	582	331.95	360	344
ENSG00000162971.10|TYW5	316	317	249	422.01	440	422
ENSG00000162972.10|C2orf47	480.95	566	491.95	220	358	318.7
ENSG00000162975.4|KCNF1	45	54	42	7	14	19
ENSG00000162976.12|PQLC3	126	134	104	144	199	182
ENSG00000162980.16|ARL5A	633.02	660.71	617.04	393.11	501.49	483.02
ENSG00000162981.13|FAM84A	33	11	23	61	79	83
ENSG00000162989.4|KCNJ3	228	300	238	88	84	82
ENSG00000162992.3|NEUROD1	4	0	0	2	4	1
ENSG00000162994.15|CLHC1	67	79	62	175	211	212
ENSG00000162997.15|PRORSD1P	5	0	5	11	11	26
ENSG00000162998.4|FRZB	439	505	447	353	441	390
ENSG00000162999.12|DUSP19	75	89	61	50	56	57
ENSG00000163001.11|CFAP36	841	993	856	834	1046.82	831
ENSG00000163002.12|NUP35	702	796	670	141	178	132
ENSG00000163006.11|CCDC138	369	367	308	97	125	113
ENSG00000163009.9|AC007240.1	62.67	65.74	78.32	7.49	5	5
ENSG00000163012.3|ZSWIM2	0	0	0	3	0	0
ENSG00000163013.11|FBXO41	284	310	297	261	385	358
ENSG00000163016.9|ALMS1P	3	3	2	12	4	2
ENSG00000163017.13|ACTG2	16	8	16	1119	1399	1225
ENSG00000163026.11|C2orf44	581	673	584	318	383	337
ENSG00000163029.15|SMC6	2681	2984	2522	1424	1675	1653
ENSG00000163032.11|VSNL1	0	3	0	2	0	1
ENSG00000163040.14|CCDC74A	351.01	399.33	337.46	213.53	344.64	252.22
ENSG00000163041.9|H3F3A	9568.6	10859.15	9556.45	6622.74	8420.01	7548.34
ENSG00000163046.15|ANKRD30BL	0	0	0	0	0	0
ENSG00000163050.16|ADCK3	657	712	690	668	1064	836
ENSG00000163053.10|SLC16A14	28	36	14	36	48	50
ENSG00000163060.7|TEKT4	0	1	0	1	4.44	7.4
ENSG00000163064.6|EN1	227	248	228	351	563	455
ENSG00000163069.12|SGCB	860	1041	891	1082	1346	1204
ENSG00000163071.10|SPATA18	130	150	121	225	277	267
ENSG00000163072.15|NOSTRIN	0	1	2	2	1	1
ENSG00000163075.12|CFAP221	4	4	2	20	14	23
ENSG00000163081.2|CCDC140	8	9	6	16	30	23
ENSG00000163082.9|SGPP2	0	0	0	9	11	9
ENSG00000163083.5|INHBB	0	1	0	66	90	75
ENSG00000163092.19|XIRP2	0	0	0	0	1	2
ENSG00000163093.11|BBS5	429.54	426.21	365.32	371.71	514.31	492.01
ENSG00000163098.4|BIRC8	0	0	0	0	0	0
ENSG00000163104.17|SMARCAD1	1186	1294	1117	870	1073	1047
ENSG00000163106.10|HPGDS	0	0	0	0	1	0
ENSG00000163110.14|PDLIM5	4041	4474	4007.02	1608	1967	1754
ENSG00000163114.5|PDHA2	0	0	0	0	0	0
ENSG00000163116.9|STPG2	0	0	0	0	0	0
ENSG00000163121.9|NEURL3	0	0	0	11	14	6
ENSG00000163125.15|RPRD2	2651	2940	2546	2242	2806	2375
ENSG00000163126.14|ANKRD23	96.8	106.95	95.77	150	279.06	215.46
ENSG00000163131.10|CTSS	31	44	32	397	585	481
ENSG00000163132.6|MSX1	279	358	303	219	314.94	240
ENSG00000163138.18|PACRGL	204	183	175	110	150	133
ENSG00000163141.18|BNIPL	14	11	11	13	20	15
ENSG00000163145.12|C1QTNF7	1	0	0	183	256	227
ENSG00000163154.5|TNFAIP8L2	0	0	0	0	3	0
ENSG00000163155.11|LYSMD1	190	248	184	246	318	255
ENSG00000163156.11|SCNM1	621	710	648	525.38	764	621
ENSG00000163157.14|TMOD4	6.47	1.39	0	5.6	15.37	8.52
ENSG00000163159.12|VPS72	1585.53	1878.61	1652	1262.4	1679.63	1472.48
ENSG00000163161.13|ERCC3	1865	2208	2014	1802	2346	1957
ENSG00000163162.8|RNF149	485	526	441	892	1151	1001
ENSG00000163166.14|IWS1	2652	3044	2623	1848	2290	1944
ENSG00000163170.11|BOLA3	494	579	547	123	153	145
ENSG00000163171.7|CDC42EP3	26	31	33	3298	4369	3773.02
ENSG00000163191.5|S100A11	3012	3333	2893	4336	6045	5211
ENSG00000163202.4|LCE3D	0	0	0	0	0	0
ENSG00000163206.5|SMCP	0	0	0	0	0	0
ENSG00000163207.6|IVL	0	0	0	1	0	0
ENSG00000163209.14|SPRR3	0	0	0	0	0	0
ENSG00000163214.20|DHX57	1472	1475	1392	1133	1316	1223
ENSG00000163216.6|SPRR2D	0	0	0	1	0	1
ENSG00000163217.1|BMP10	0	1	3	0	1	0
ENSG00000163218.14|PGLYRP4	0	0	0	0	1	0
ENSG00000163219.11|ARHGAP25	13	16	8	65	63	64
ENSG00000163220.10|S100A9	0	0	1	0	0	0
ENSG00000163221.8|S100A12	0	0	0	0	0	0
ENSG00000163235.15|TGFA	0	1	0	22	18	8
ENSG00000163239.12|TDRD10	0	0	1	7	16	14
ENSG00000163249.11|CCNYL1	210	249	247	303	352	308
ENSG00000163251.3|FZD5	192	216	215	190	267	231
ENSG00000163254.4|CRYGC	0	0	0	0	0	0
ENSG00000163257.10|DCAF16	867	943	765	602	713	691
ENSG00000163263.6|C1orf189	0	0	0	0	0	1
ENSG00000163273.3|NPPC	0	0	0	10	7	8
ENSG00000163281.11|GNPDA2	209	200	181	114	163	144
ENSG00000163283.6|ALPP	0	1	1	0	2	1
ENSG00000163285.7|GABRG1	0	0	0	0	0	0
ENSG00000163286.8|ALPPL2	1	0	2	1	0	0
ENSG00000163288.13|GABRB1	0	0	0	0	0	0
ENSG00000163291.14|PAQR3	290	360	265	175	177	180
ENSG00000163293.11|NIPAL1	20	19	24	36	43	34
ENSG00000163295.4|ALPI	0	0	0	0	0	0
ENSG00000163297.16|ANTXR2	13	18	21	131	181	147
ENSG00000163312.10|HELQ	197	159	151	181	233	238
ENSG00000163319.10|MRPS18C	431	514	472	184	236	205
ENSG00000163320.10|CGGBP1	1430	1575	1343	1589	1879	1769
ENSG00000163322.13|FAM175A	409	413	329	429	458	457
ENSG00000163328.13|GPR155	68	55	36	112	125	126
ENSG00000163331.11|DAPL1	5	3.06	1	30	44.24	43
ENSG00000163344.5|PMVK	602	694	595	418.99	551	484
ENSG00000163346.16|PBXIP1	1079	1170	1063	5569.99	8122.94	6609
ENSG00000163347.5|CLDN1	46	67	30	303	346	326
ENSG00000163348.3|PYGO2	1826	1958	1844.56	1549.73	2117	1725
ENSG00000163349.21|HIPK1	6050	6573	5945.09	2132	2639	2296
ENSG00000163352.5|LENEP	0	0	0	0	0	0
ENSG00000163354.14|DCST2	6	8	7	23	23	16
ENSG00000163357.10|DCST1	0	0	0	0	0	1
ENSG00000163359.15|COL6A3	138	130	118	4297	5908	4762
ENSG00000163362.10|C1orf106	62	81	85	30	76	53
ENSG00000163364.9|AC017048.3	36	56	34	60	65	63
ENSG00000163374.19|YY1AP1	2180.28	2575.33	2173.57	2476.48	3108.2	2690.39
ENSG00000163376.11|KBTBD8	29	37	42	26	13	26
ENSG00000163377.15|FAM19A4	0	0	0	0	0	0
ENSG00000163378.13|EOGT	47	46	52	137	162.89	141
ENSG00000163380.15|LMOD3	0	0	0	0	0	0
